,title,year
27755,Den yparhoun lipotaktes,1970
27756,Dis diefthyntis,1964
27757,Dyo kosmoi,1949
27758,Eglima sta paraskinia,1960
27759,Eimai athoos,1960
27760,Ekeines pou den prepei n' agapoun...,1951
27761,Ena koritsi gia dyo,1963
27762,Epistrofi,1965
27763,Eva,1953
27764,Gia mia houfta touristries,1971
27765,Horis taftotita,1963
27766,I Agni tou limaniou,1952
27767,I agnostos,1954
27768,I diki enos athoou,1969
27769,I komissa tis Kerkyras,1972
27770,I Maria tis siopis,1973
27771,I megali stigmi tou '21: Papaflessas,1971
27772,I pseftra,1963
27773,I soferina,1964
27774,Iligos,1963
27775,Ippokratis kai dimokratia,1972
27776,Kokkina triantafylla,1955
27777,Kylismeni ston vourko,1956
27778,"Laterna, ftoheia kai filotimo",1955
27779,"Laterna, ftoheia kai garyfallo",1958
27780,Mia Italida ap' tin Kypseli,1968
27781,Mia mera ti nyhta,2001
27782,Mia nyhta ston Paradeiso,1951
27783,Mia trelli... trelli oikogeneia,1965
27784,O aittitos,1971
27785,O anthropos me to garyfallo,1980
27786,O metanastis,1965
27787,O teleftaios aihmalotos,1970
27788,Oi ehthroi,1965
27789,Oi kyries tis avlis,1966
27790,Oi ouranoi einai dikoi mas,1953
27791,Oikogeneia Horafa,1968
27792,Randevou stin Kerkyra,1960
27793,Stella,1955
27794,Ston ilingo tis zois,1969
27795,Synnefiasmenoi orizontes,1968
27796,Synoikia to Oneiro,1961
27797,Syntomo dialeimma,1966
27798,Ta dyo podia s' ena papoutsi,1969
27799,Ta paidia tis Helidonas,1987
27800,Thriamvos,1962
27801,To agorokoritso,1959
27802,To doloma,1964
27803,To fos pou svinei,2000
27804,To Klotsoskoufi,1960
27805,To koritsi me ta paramythia,1957
27806,To nisi ton gennaion,1960
27807,To organaki tou Attik,1955
27808,Vaftistikos,1952
27809,Vromiki polis,1965
27810,"Xypna, Vasili!",1969
27811,Purple Glow,2005
27812,She-Demons of the Black Sun,2006
27813,A Dark Secret,2016
27814,Breaking the Game,2015
27815,Chomeco,2007
27816,Haiti Cherie: Wind of Hope,2010
27817,Terra Estrangeira,1995
27818,Det-r,2016
27819,Slaughterhouse 2: Prelude,2013
27820,Brick Mansions,2014
27821,La Run,2011
27822,N.O.I.R.,2015
27823,The Right One,2014
27824,Just Life,2010
27825,Bloody Mallory,2002
27826,Bellyfruit,1999
27827,Cyanure,2013
27828,Kiss Me Killer,1977
27829,Une vierge pour Saint-Tropez,1975
27830,Bairro,2013
27831,Atrapados en el miedo,1985
27832,El Lute (camina o revienta),1987
27833,"Kilma, reina de las amazonas",1976
27834,La Corea,1976
27835,Retrato de familia,1976
27836,Secretos de alcoba,1977
27837,Teufelscamp der verlorenen Frauen,1978
27838,Made in France,2015
27839,Western Kung Fu Man,2013
27840,Accidente 703,1962
27841,Adolescencia,1982
27842,"Amanece, que no es poco",1989
27843,Ambiciosa,1976
27844,Amor bajo cero,1960
27845,Amor en el aire,1967
27846,Atraco a las 3... y media,2003
27847,Atraco a las tres,1962
27848,Azafatas con permiso,1959
27849,Blanca por fuera y Rosa por dentro,1971
27850,Cabeza de perro,2006
27851,Calabuch,1956
27852,Calle Mayor,1956
27853,Caray con el divorcio,1982
27854,Clara y Elena,2001
27855,Crucero de verano,1964
27856,Cuatro noches de boda,1969
27857,Don Erre que erre,1970
27858,Don Quijote cabalga de nuevo,1973
27859,Dos tipos duros,2003
27860,"Duerme, duerme, mi amor",1975
27861,El aprendiz de malo,1958
27862,El bosque animado,1987
27863,El cabezota,1982
27864,El hombre del paraguas blanco,1958
27865,El juego de la verdad,1963
27866,El malvado Carabel,1956
27867,Elsa y Fred,2005
27868,Estudio amueblado 2.P.,1969
27869,Extramuros,1985
27870,Felices pascuas,1954
27871,Franky Banderas,2004
27872,Fuera de juego,1991
27873,Fulanita y sus menganos,1976
27874,Fulano y Mengano,1957
27875,Grandeur nature,1974
27876,Hasta que el matrimonio nos separe,1977
27877,Hoy como ayer,1966
27878,Jenaro el de los 14,1974
27879,La Barrera,1966
27880,La batalla del domingo,1963
27881,La becerrada,1963
27882,La cera virgen,1972
27883,La collera del vento,1970
27884,La duquesa roja,1997
27885,La fuente de la edad,1991
27886,La mano de un hombre muerto,1962
27887,La mano negra,1980
27888,La muerte silba un blues,1964
27889,La mujer de otro,1967
27890,La noche y el alba,1958
27891,La primera aventura,1965
27892,La venganza,1958
27893,La venganza del Zorro,1962
27894,La vida es maravillosa,1956
27895,Las tres perfectas casadas,1973
27896,Las viudas,1966
27897,Ligue Story,1972
27898,Loco veneno,1989
27899,"Los jueves, milagro",1957
27900,Los Palomos,1964
27901,Los porretas,1996
27902,Madregilda,1993
27903,Manicomio,1954
27904,Mayores con reparos,1966
27905,"Mi mujer es muy decente, dentro de lo que cabe",1975
27906,Muerte de un ciclista,1955
27907,Pareja enloquecida busca madre de alquiler,1990
27908,Pesadilla para un rico,1996
27909,"Pierna creciente, falda menguante",1970
27910,Pretextos,2008
27911,Siempre hay un camino a la derecha,1997
27912,Sinatra,1988
27913,Terca vida,2000
27914,Tocando fondo,1993
27915,Tocata y fuga de Lolita,1974
27916,Todos somos necesarios,1956
27917,Un adulterio decente,1969
27918,Un beso en el puerto,1966
27919,Vampiresas 1930,1962
27920,Verde doncella,1968
27921,Viaje de novios,1956
27922,Vota a Gundisalvo,1977
27923,Bianca,1984
27924,La fille de d'Artagnan,1994
27925,Le cousin,1997
27926,Le roi danse,2000
27927,Les fanatiques,1957
27928,Les truands,1957
27929,La cavale des fous,1993
27930,Os Imortais,2003
27931,Verde Vinho,1982
27932,Obvious Child,2014
27933,La terre,1921
27934,Les musiciens du ciel,1940
27935,Paris New-York,1940
27936,Plus fort que la haine,1913
27937,The Badge,2015
27938,Casa Ricordi,1954
27939,Jouons le jeu,1952
27940,Les Duraton,1955
27941,Monsieur Taxi,1952
27942,Plaisirs de Paris,1952
27943,Un grand patron,1951
27944,107 Street,2004
27945,O Grande Kilapy,2012
27946,Umilinta,2011
27947,Zombie Resurrection,2014
27948,The House of Rothschild,1934
27949,Cover Me Babe,1970
27950,Psychic Killer,1975
27951,Spawn of the Slithis,1978
27952,THX 1138,1971
27953,Knuckle Game,2006
27954,Let's Make an Opera,1996
27955,Agria neiata,1982
27956,Anilikes amartoles,1971
27957,Hristinio,1970
27958,I triti epafi sto sex,1976
27959,Kolasmeni fysi,1972
27960,Ypotagi sti sarka,1975
27961,Analyze That,2002
27962,"Planes, Trains & Automobiles",1987
27963,The Departed,2006
27964,The Good Shepherd,2006
27965,Aspro - Kokkino,1993
27966,Guiness,2009
27967,I poli ton thavmaton,2005
27968,Me mia kravgi,1995
27969,Oneiro kalokairinis nyhtas,1999
27970,Pes pos m' agapas,1997
27971,The Flight of the Swan,2011
27972,To kanarini podilato,1999
27973,I klironomos,2009
27974,Katharsi,2009
27975,Kleftes,2007
27976,Paradeisos,2011
27977,Ta oporofora tis Athinas,2010
27978,Ypovryhios erotas,2005
27979,La banda de los panchitos,1987
27980,Drown,2014
27981,3:13 Three Thirteen,2014
27982,The Untouchable Nicolino Locche,2017
27983,Brothers (II),2000
27984,The Calcium Kid,2004
27985,When the Devil Comes,2017
27986,Blunt Force,2016
27987,Brave,2007
27988,Mickey Virus,2013
27989,Shanghai,2010
27990,The Asian Connection,2016
27991,The King Maker,2005
27992,Tom yum goong,2005
27993,Iniohos,1995
27994,Empty,2011
27995,Till Death,2016
27996,Wicked Little Things,2006
27997,Amen.,2002
27998,And Now... Ladies and Gentlemen...,2002
27999,La belle histoire,1992
28000,Le grand bleu,1988
28001,Les clefs de bagnole,2003
28002,"OSS 117: Le Caire, nid d'espions",2006
28003,Strapless,1989
28004,Subway,1985
28005,Un homme amoureux,1987
28006,Une pour toutes,1999
28007,Enemy at the Gates,2001
28008,Marija,2016
28009,Desperados on the Block,2009
28010,Sezonat na kanarchetata,1993
28011,Command Performance,2009
28012,Popovich and the Voice of the Fabled American West,2014
28013,Etazh No. 6,2013
28014,"Moi Ivan, toi Abraham",1993
28015,Molotov Samba,2005
28016,Selfie 69,2016
28017,Visions (II),2009
28018,A fost sau n-a fost?,2006
28019,DxM,2015
28020,Love by Design,2014
28021,Beowulf,1999
28022,Buna! Ce faci?,2010
28023,Asphalt Tango,1996
28024,Codin si Chira Chiralina,1993
28025,Huntress: Spirit of the Night,1995
28026,Quod erat demonstrandum,2013
28027,Rezerva la start,1988
28028,Supravietuitorul,2008
28029,Ultimul Corupt din Romania,2012
28030,The Elite,2001
28031,High Strung,2016
28032,In a Year,2016
28033,Gang jiong,2015
28034,Die Reise mit Vater,2016
28035,Gem of the Rainforest,2013
28036,Sta per piovere,2013
28037,The Way,2010
28038,Le premier cercle,2009
28039,Sleep,2003
28040,Late Night Double Feature,2016
28041,The Grey Zone,2001
28042,Dark Eyes,2010
28043,Jolanta,2013
28044,Khent hreshtak,2001
28045,Gvozd,2014
28046,Das Versprechen,1995
28047,Gone Doggy Gone,2014
28048,Group Therapy: OCD,2017
28049,Christmas with the Karountzoses,2015
28050,Ghostmates,2016
28051,Ghostmates BTS,2016
28052,Imperfect Sky,2015
28053,Artificial Intelligence: AI,2001
28054,Bowfinger,1999
28055,Hidalgo,2004
28056,The Man Who Wasn't There,2001
28057,The Preacher's Wife,1996
28058,300: Rise of an Empire,2014
28059,Asylum (II),2014
28060,Code Red,2013
28061,Enemies Closer,2013
28062,Getaway,2013
28063,Living Legends,2014
28064,Lora ot sutrin do vecher,2011
28065,Nightmare City 2035,2007
28066,Radegund,2018
28067,Lucky Punch,1996
28068,Chernata lyastovitza,1997
28069,Drugiyat nash vazmozhen zhivot,2004
28070,L'aventure commence demain,1948
28071,Kickboxer,1989
28072,Kickboxer 4: The Aggressor,1994
28073,Picasso Trigger,1988
28074,"Plauto, recuerdo distorsionado de un tonto eventual",2004
28075,Mono,2016
28076,Klais?,2003
28077,"Black Dog, Red Dog",2017
28078,Discover Me,2005
28079,Apocalypse,2017
28080,O gyrismos tis manas,1964
28081,"O Thanasis, i Ioulietta kai ta loukanika",1970
28082,Loufa kai parallagi,1984
28083,Sweet Country,1987
28084,Oraia Aigiotissa,1968
28085,Parthenes stous valtous,1969
28086,Ston daskalo mas... me agapi,1969
28087,Oi xenitemenoi,1972
28088,Lost Existence,2014
28089,Mar brava,1983
28090,Una rosa de Francia,2006
28091,Dum Maaro Dum,2011
28092,Vice Academy Part 3,1991
28093,Butterflies in Heat,1979
28094,For Love or Money,1993
28095,Night of the Demons,1988
28096,The Brother from Another Planet,1984
28097,The Wiz,1978
28098,La gata Cristy,1990
28099,"Manoa, la ciudad de oro",1999
28100,Oh Happy Day,2007
28101,Antisocial,2013
28102,Hide and Seek,1964
28103,Robin Hood: Quest for the Crown,1995
28104,"Port-au-Prince, dimanche 4 janvier",2015
28105,Bedside Manner,1945
28106,Born to Kill,1947
28107,Don Dare Devil,1925
28108,Government Girl,1943
28109,Paddy O'Day,1936
28110,Street Angel,1928
28111,Symphony of Living,1935
28112,The Cheaters,1945
28113,The Cohens and the Kellys in Africa,1930
28114,The Love Captive,1934
28115,The Red Dance,1928
28116,The Spanish Main,1945
28117,They Knew What They Wanted,1940
28118,Torture Ship,1939
28119,Wonder Bar,1934
28120,Gold,2013
28121,Camelot,2016
28122,The Interpreter,2005
28123,Robert Mitchum est mort,2010
28124,Harlem Aria,1999
28125,Marmalade,2004
28126,Doctor Hackenstein,1988
28127,Why Women Sin,1920
28128,Rhymes for Young Ghouls,2013
28129,Killer Drag Queens on Dope,2003
28130,I'm Santana: The Movie,2012
28131,Balls Count Anywhere,2010
28132,The Hard Candy Kid,2016
28133,Lockende Gefahr,1950
28134,Homicide,1991
28135,The Fox Affair,1978
28136,Mop King,2013
28137,Banana Leaves,2007
28138,Bastard Son of a Thousand Fathers,2016
28139,Critical Nexus,2013
28140,House of Black Wings,2010
28141,Parallel Universe,2010
28142,Stakaman!,2001
28143,The TV Set,2006
28144,Le locataire,1976
28145,Le portrait de Dorian Gray,1977
28146,Vent d'est,1993
28147,All About Steve,2009
28148,Indiana Jones and the Kingdom of the Crystal Skull,2008
28149,The Tear,2010
28150,Wild Bill,1995
28151,Video,2014
28152,Death's Sonata,2017
28153,Boginya: kak ya polyubila,2004
28154,Eliksir,2015
28155,Ivan-Durak,2002
28156,Aleksandr Parkhomenko,1942
28157,Bolshaya zemlya,1944
28158,Bolshaya zhizn,1939
28159,Bolshaya zhizn. 2 seriya,1946
28160,Glinka,1946
28161,Komsomolsk,1938
28162,Konyok-gorbunok,1941
28163,Krestyane,1935
28164,Nebo Moskvy,1944
28165,Neobyknovennoye puteshestviye Mishki Strekachyova,1959
28166,Nepobedimye,1943
28167,Ona zashchishchayet rodinu,1943
28168,Otchiy dom,1959
28169,Poet,1957
28170,Semero smelykh,1936
28171,"Shumi, gorodok",1940
28172,Sluchay v vulkane,1941
28173,Traktoristy,1939
28174,Utolyeniye zhazhdy,1968
28175,Vo imya Rodiny,1943
28176,Za sovetskuyu rodinu,1937
28177,Skin Creepers,2017
28178,Butterfly Dreaming,2008
28179,Payback,1999
28180,Powder Blue,2009
28181,The Ode,2008
28182,The Wizard of Gore,2007
28183,Van Wilder,2002
28184,Wasabi Tuna,2003
28185,Ishq Brandy,2014
28186,Jatt Airways,2013
28187,Tsardyer,2010
28188,Evil Deeds 2,2010
28189,Follower,2006
28190,Queens Bound,2008
28191,Hijrah Cinta,2014
28192,Il primo furto non si scorda mai,2016
28193,L'estate di San Martino,2015
28194,La crociata dei buffoni - The Last Summer,2014
28195,La giornata dei buffoni,2015
28196,Neverending Summer,2013
28197,Sognando s'impara,2015
28198,Moda e Amore,2014
28199,Maniac Cop 2,1990
28200,Permagrin,2009
28201,All Nighter,2017
28202,Danny Roane: First Time Director,2006
28203,Dreamkiller,2010
28204,FDR: American Badass!,2012
28205,Impact Point,2008
28206,Sister's Keeper (II),2007
28207,The 60 Yard Line,2016
28208,I Love You Like a Twist,2012
28209,Il Vangelo secondo Taddeo,2006
28210,Happy Cancer Chick,2012
28211,On the Edge,1986
28212,Grampa,1996
28213,Crackerjack 2,1997
28214,Ribelli per caso,2003
28215,Die Stimme,2005
28216,Nosilatiaj. La Belleza,2012
28217,From Mexico with Love,2009
28218,Morir en el golfo,1990
28219,J-ok'el,2007
28220,Hay unos tipos abajo,1985
28221,La guerra del cerdo,1975
28222,La sentencia,1964
28223,Las sorpresas,1975
28224,Los herederos,1970
28225,Chano,1996
28226,El castrado,1995
28227,El jinete de acero,1994
28228,El taxista,1994
28229,Rescate infernal,1995
28230,Amor en concreto,2004
28231,Macbeth-Sangrador,2000
28232,Sendero,2015
28233,Telefon,1977
28234,La vieja escuela,2017
28235,Bushwick,2017
28236,El Gallo,2017
28237,Saint Nicholas,2017
28238,Sea of Love,1989
28239,The Basketball Diaries,1995
28240,Contragolpe,1979
28241,Gran valor en la facultad de medicina,1981
28242,Nunca estuve en Viena,1989
28243,Aftershock,2012
28244,The 33,2015
28245,Libertad,2012
28246,Benavides Born,2011
28247,$elfie Shootout,2016
28248,ChainSmoke,2008
28249,Boss Nigger,1975
28250,Forty Days of Musa Dagh,1982
28251,How to Seduce a Woman,1974
28252,Model Behavior,1982
28253,Moving Violations,1985
28254,Switchback,1997
28255,The Hot Box,1972
28256,"What's Up, Doc?",1972
28257,Od Ani Holeh,2010
28258,La cesta,1965
28259,"Margarita, Armando y su padre",1939
28260,La novia,2015
28261,Lincoln County Incident,1980
28262,The Coed and the Zombie Stoner,2014
28263,The Pretty One,2013
28264,Ha-Sodot,2007
28265,Ma Kvar Yachol Likrot,2015
28266,Riki Riki,2005
28267,The Human Resources Manager,2010
28268,Tuyul: Part 1,2015
28269,Rat,2000
28270,Flesh Gordon Meets the Cosmic Cheerleaders,1990
28271,Viaggi di nozze,1995
28272,Tosca,1956
28273,Vita Smeralda,2006
28274,Daniele Cortis,1947
28275,La porta del cielo,1945
28276,Non mi muovo!,1943
28277,Per uomini soli,1938
28278,Poultrygeist: Night of the Chicken Dead,2006
28279,Boys on the Side,1995
28280,Courting Courtney,1997
28281,The Mask,1994
28282,Under Pressure,2000
28283,Tutta la vita davanti,2008
28284,Children of Rage,1975
28285,Little District,2012
28286,Caroline and Jackie,2012
28287,Dirty White Lies,2017
28288,Encantado,2002
28289,I-See-You.Com,2006
28290,My Father's Will,2009
28291,My Sexiest Year,2007
28292,The Homeless Billionaire,2016
28293,The Stalker (II),2013
28294,Winter Break,2003
28295,Ex,2009
28296,Manuale d'am3re,2011
28297,Senza fiato,2015
28298,Blood and Honor,2000
28299,Stuey,2003
28300,La mirada invisible,2010
28301,The Reef 2: High Tide,2012
28302,An Easy Grand,2003
28303,Le leggi del desiderio,2015
28304,Brecha,2009
28305,En tu ausencia,2008
28306,Bienvenido-Welcome,1994
28307,Correteado por la muerte,1993
28308,El Arribo de Conrado Sierra,2012
28309,Por si no te vuelvo a ver,1997
28310,Rudo y Cursi,2008
28311,Un dulce olor a muerte,1999
28312,"Bianco, rosso e...",1972
28313,Casa Manchada,1977
28314,El alma se serena,1970
28315,La decente,1971
28316,Women's Extreme Wrestling: Busted in Miami,2002
28317,Witness: El Testigo,2011
28318,Cellar,2010
28319,A la mala,2015
28320,Cuatro lunas,2014
28321,El premio,2011
28322,War of the Worlds,2005
28323,Agoria stin porneia,1985
28324,O roz gatos,1985
28325,Prosklitirio tis manas,1979
28326,Calor... y celos,1996
28327,Esa cosa con plumas,1988
28328,Bad Kids Go to Hell,2012
28329,Seventeen,1999
28330,Billy Boy,2017
28331,El amarrador 3,1995
28332,Mano po,2002
28333,Menor de edad,2013
28334,Twilight Dancers,2006
28335,Urduja,2008
28336,Shake Rattle & Roll XV,2014
28337,Analyze This,1999
28338,Atlanta Blue,1999
28339,Finding Steve McQueen,2017
28340,Hear No Evil,2014
28341,Just My Luck,2006
28342,Miracles from Heaven,2016
28343,No Good Deed,2014
28344,The Founder,2016
28345,The Hot Flashes,2013
28346,The Initiate,1998
28347,Trouble with the Curve,2012
28348,Undocumented Executive,2012
28349,Yu-Gi-Oh!: The Dark Side of Dimensions,2016
28350,Apotheosis,2017
28351,Her,2009
28352,Lavanderia,2010
28353,P.O.V.: The Camera's Eye,2003
28354,Social Misfits,2001
28355,The Bride He Bought Online,2015
28356,The Dukes,2007
28357,Undiscovered,2005
28358,The S1gnificance of Se7enteen,2002
28359,Kung ikaw ay isang panaginip,2002
28360,Arribada forzosa,1944
28361,The Nature of Things,2014
28362,Socios por accidente 2,2015
28363,El amanecer,2009
28364,Love Kills,2016
28365,God,2002
28366,Coupons & Dreams,2017
28367,Jersey Shore Massacre,2014
28368,Campo de sangre,2001
28369,De que estamos hechos,1987
28370,El regreso,2003
28371,Felicitas,2009
28372,Hasta la victoria siempre,1997
28373,Secret of the Andes,1998
28374,Un crisantemo estalla en cinco esquinas,1998
28375,Visiones,2013
28376,Snuff 102,2007
28377,Derzhis za oblaka,1971
28378,Meztelen diplomata,1963
28379,Nail 32,2015
28380,Against the Grain,2012
28381,The Redemption of Benjamin Black,2014
28382,Death Magic,1992
28383,Dimension in Fear,1998
28384,Mission: Killfast,1991
28385,The Black Connection,1974
28386,Roses in the Concrete,2020
28387,Adrenaline,2007
28388,Blood Rogues,2009
28389,Blue Like Jazz,2012
28390,Changing Hearts,2002
28391,Deadbox,2007
28392,Existo,1999
28393,Prisoner,2007
28394,Stoker,2013
28395,Venice Beach,1982
28396,Sugar Creek,2007
28397,Allegiance of Powers,2016
28398,Cypress Creek,2014
28399,Polypore,2013
28400,House of Shadows,2015
28401,Behind the Blue Doors,2013
28402,Blood Angel,2012
28403,Boyne Falls,2018
28404,Death of a Star,2013
28405,University Estate,2013
28406,Who Killed Aliyah?,2012
28407,Phantasm II,1988
28408,The Titfield Thunderbolt,1953
28409,The Does,2015
28410,Such Subtleties,2010
28411,Mike Bassett: England Manager,2001
28412,Provoked: A True Story,2006
28413,What's the Score?,2014
28414,Wounded,2011
28415,Eating Out: Drama Camp,2011
28416,Jaws 3-D,1983
28417,The Angelheads,2014
